Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
388.4,65.051667,-146.034722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
821.8,38.938333,-78.947777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,IMC,DESCENT,2
1117.2,47.482778,-111.370556,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
290.9,44.666389,-93.783333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1521.2,34.654444,-112.419723,NON-FATAL,SUBSTANTIAL,1,UNKNOWN,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
420.9,29.723611,-98.694722,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
237.1,39.685,-83.071667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
294.8,44.194722,-71.750556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
290.2,39.118889,-94.950833,NON-FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
19.9,61.18,-149.971945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
391.5,37.472223,-80.101111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,TAKEOFF,2
78.4,42.339166,-71.505278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
957.9,62.302222,-152.875,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
254.7,32.931111,-97.411667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
5.1,47.518056,-122.218056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
75.1,33.258056,-81.387777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
225.3,41.835833,-86.225,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
30.5,32.448889,-81.336944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
630.1,64.818334,-143.437222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
18.5,28.803611,-82.071667,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,2,VMC,LANDING,2
27.1,59.059444,-158.530278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
27.1,59.059444,-158.530278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
1.7,27.91,-82.687222,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,FLIGHT TEST,0,0,0,2,VMC,TAKEOFF,2
40.4,39.515556,-122.217223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
43.7,60.774167,-151.810278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
600.7,38.022778,-81.118611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
71.6,30.218334,-96.371111,INCIDENT,MINOR,2,TURBO FAN,PERSONAL,0,0,0,2,VMC,STANDING,2
91.5,43.241111,-76.923889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
502.3,64.069445,-141.951389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,MANEUVERING,2
101.7,44.869445,-68.975834,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
1291.7,42.0725,-118.596389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
270.6,40.977778,-92.5875,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
26.5,30.311944,-81.821111,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,CRUISE,2
1390.6,44.090555,-119.289722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
4.9,36.027778,-76.566945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
649.2,34.921389,-83.501389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1.6,38.310278,-75.123889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
220.9,62.493611,-150.29,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
4.4,41.736666,-72.649444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1440.6,42.161111,-120.398889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
25.8,37.452778,-120.891944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1.8,26.001111,-80.240555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
261.3,30.354444,-97.99,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,0,1,VMC,LANDING,2
350.9,40.086111,-78.513333,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,IMC,TAKEOFF,2
588,47.819445,-120.719723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CLIMB,2
70.7,60.508056,-151.043055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
147.3,33.885555,-94.84,NON-FATAL,SUBSTANTIAL,1,UNKNOWN,PERSONAL,0,0,0,2,VMC,DESCENT,2
37.5,35.085277,-78.77,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
1130.4,44.974445,-114.734166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
229.2,37.908611,-83.251111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
240.9,33.075,-97.355278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
431.8,34.233333,-113.488333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
1101.7,45.8075,-108.553889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
1404,40.622223,-111.993333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
0.2,42.092222,-70.67,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
47.2,41.626389,-73.884166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
118.7,37.689444,-121.818889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
212.8,35.1875,-85.183333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
140,43.252778,-75.596666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
272.4,40.801944,-80.160833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
156.5,43.984166,-73.090833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,TAKEOFF,2
2063,41.805556,-107.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
36.8,38.505278,-122.807778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,STANDING,2
36.8,38.505278,-122.807778,NON-FATAL,MINOR,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
1000.2,36.765556,-81.328611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,IMC,LANDING,2
116.7,32.5,-83.767223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
376.1,45.731389,-91.920556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3,18.439166,-66.001944,INCIDENT,MINOR,2,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,LANDING,2
9.1,44.173056,-68.680278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
241.7,43.975278,-88.558056,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,2,0,0,VMC,GO-AROUND,2
1291,38.108889,-103.854722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
270.9,43.717778,-89.053333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
1605,61.617778,-148.555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,MANEUVERING,2
503.2,45.551944,-116.302778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
4.7,35.073056,-77.043055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FLIGHT TEST,0,0,0,2,VMC,MANEUVERING,2
1970.8,35.511111,-108.789166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,TAKEOFF,2
84.9,59.888333,-156.521389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
643.4,36.08,-115.152222,NON-FATAL,MINOR,1,RECIPROCATING,PERSONAL,0,1,0,1,VMC,STANDING,2
267.9,33.305,-97.364722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
1496.1,44.912222,-115.485555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
0,59.191389,-154.032223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
2000.3,40.917778,-109.390555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
199.8,45.208333,-84.990277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1590.5,45.255278,-112.5525,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,2,VMC,LANDING,2
93.6,38.550278,-77.715833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1779.1,39.570278,-104.849444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
974.3,46.916389,-114.090555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
262.2,40.476945,-88.915833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
221.1,42.193611,-73.390833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,IMC,APPROACH,2
383.6,43.316667,-94.533333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
248.9,39.830834,-86.294444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
124.6,38.570556,-90.156111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
134.3,38.848611,-90.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
59,60.455833,-150.491666,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
138.2,34.149722,-114.267778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
2306.3,37.706667,-112.145,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
1652,45.151389,-114.992222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
224.9,41.121389,-74.365,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,LANDING,2
1774.8,37.260278,-104.433611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,UNKNOWN,UNKNOWN,0,0,0,2,,STANDING,2
155.3,34.478056,-93.096111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
4.7,47.53,-122.301944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
270.6,37.354722,-85.305556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,LANDING,2
1635.6,39.861667,-104.673056,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,FERRY,0,0,0,2,IMC,LANDING,2
24.2,39.927223,-74.292222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3.8,38.852222,-77.037777,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
319,35.870278,-97.9525,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
2162.7,40.833611,-111.8225,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,CLIMB,2
391.5,38.922223,-97.708611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
178.1,41.516389,-82.869445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,TAKEOFF,2
32.4,41.168056,-71.577778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
215.8,35.4,-93.065833,NON-FATAL,MINOR,1,RECIPROCATING,PERSONAL,0,1,0,1,VMC,TAKEOFF,2
2,26.0725,-80.1525,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,APPROACH,2
235.9,42.823611,-88.094444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
239.1,36.0375,-84.306944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
387.1,37.324445,-97.387222,NON-FATAL,DESTROYED,1,UNKNOWN,PERSONAL,0,0,1,1,VMC,STANDING,2
425.1,39.371389,-97.783889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
77,60.405278,-153.810278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
1500.1,43.499444,-115.544444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
266.6,61.341111,-148.998611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
357.4,35.601944,-97.706111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
1916.4,39.523889,-104.657778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
885.5,37.090555,-113.593055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
229.8,35.400278,-118.906111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
1164,31.999444,-110.357778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,LANDING,2
154.4,43.05,-73.366111,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
750.8,-23.181111,-46.943889,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,2,,LANDING,2
64.6,35.135,-90.234444,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,POSITIONING,0,0,0,2,VMC,LANDING,2
1377,30.371111,-103.685833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
368.7,29.848333,-98.461389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,FLIGHT TEST,0,0,0,2,VMC,APPROACH,2
539.7,46.220556,-100.245555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
200.8,41.638333,-88.644444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,MANEUVERING,2
700.4,44.831945,-119.430278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
817.9,43.424723,-117.345555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
338.6,42.436389,-93.868889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,APPROACH,2
1247.1,38.533333,-109.983333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
1297.6,60.2,-142.033611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,2,VMC,LANDING,2
7.8,55.872778,-161.316667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,0,0,2,VMC,APPROACH,2
213.1,32.9875,-97.318611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
561.8,38.58,-122.435277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
3.6,46.6975,-123.823334,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
306.4,34.766667,-120.25,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
93,62.164722,-150.373889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
82.6,13.483333,144.8,NON-FATAL,MINOR,1,RECIPROCATING,PERSONAL,0,1,0,1,VMC,STANDING,2
1201.8,31.816667,-106.35,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,2,0,VMC,CRUISE,2
340.7,33.625556,-85.151389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
27.8,33.871945,-117.979723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,2,VMC,LANDING,2
2024.8,40.214444,-110.838055,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
636.9,37.223611,-99.325278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
122.7,32.81,-116.97,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
254.1,39.345277,-81.439166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,2,VMC,LANDING,2
7,18.451111,-66.675556,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,2,0,0,VMC,APPROACH,2
351.9,41.449722,-81.063056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,DESCENT,2
1953.5,34.265556,-110.005556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
2183.9,43.912222,-114.796111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
330.7,34.567223,-98.409722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,1,0,VMC,LANDING,2
9,27.259722,-80.850278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
19.5,31.809167,-91.369167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
599.4,47.115,-101.300278,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PUBLIC AIRCRAFT,0,1,0,1,VMC,DESCENT,2
419.5,47.459444,-92.476389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
124.4,33.466389,-82.039166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
0,33.322223,-120.143611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
194.1,42.003889,-83.515556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
274.6,44.8275,-93.458611,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,2,0,0,VMC,TAKEOFF,2
4.5,36.659444,-76.318889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
19.5,29.503611,-95.472778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1467.8,34.848611,-111.788611,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
695.6,46.777223,-105.313056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,2,VMC,APPROACH,2
1026.3,35.265833,-113.941111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
203,33.356944,-117.251389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
288,39.687222,-82.006667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
1140.3,31.85,-104.466667,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,2,VMC,APPROACH,2
6.1,45.424723,-123.819167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,CLIMB,2
405.2,48.374167,-119.616389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
7.1,39.325556,-76.413611,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
24.1,61.174723,-149.969723,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAXI,2
29.1,62.833333,-158,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,2,0,VMC,MANEUVERING,2
20.4,41.676389,-70.957778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
43.4,36.329723,-77.635277,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,LANDING,2
1745.4,34.518334,-109.378611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
0,59.353333,-151.930556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,LANDING,2
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,FLIGHT TEST,0,0,0,2,VMC,LANDING,2
195.3,42.114167,-87.901389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,2,VMC,STANDING,2
251.7,44.881945,-93.221667,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,STANDING,2
251.7,44.881945,-93.221667,NON-FATAL,MINOR,2,RECIPROCATING,UNKNOWN,0,0,0,2,VMC,STANDING,2
148.8,30.19,-97.668611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,2,VMC,GO-AROUND,2
7.7,45.588611,-122.5975,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,2,VMC,TAKEOFF,2
422.9,33.456389,-111.723611,NON-FATAL,SUBSTANTIAL,1,UNKNOWN,PERSONAL,0,0,1,1,VMC,MANEUVERING,2
8.6,27.031389,-80.433889,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,1,VMC,LANDING,2
268.7,38.818056,-92.219723,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,0,0,0,2,VMC,LANDING,2
